group,ticker,omega,alpha,beta,persistence,half_life_days,log_likelihood,aic,lb_pvalue_resid,lb_pvalue_resid_sq
semiconductor,AXTI,0.7040628149623022,0.0447187931302986,0.9288039273608665,0.9735227204911651,25.83081903258172,-4403.274137413593,8816.548274827186,0.5158951336330537,0.999783174761119
semiconductor,CAMT,0.6137204819309576,0.05181618525513317,0.8988714824280681,0.9506876676832013,13.706769900555948,-3932.178144878119,7874.356289756238,0.22690375697047302,0.9847609424090769
semiconductor,CEVA,1.826147559715955,0.1156108512987472,0.7245910601991385,0.8402019114978857,3.9810180780544453,-3804.4705836875532,7618.9411673751065,0.4717356650855117,0.8510334846700892
semiconductor,COHU,0.25908201139017123,0.0631498146952357,0.9130682030367014,0.9762180177319372,28.797932069007786,-3782.649508049748,7575.299016099496,0.019898306537060068,0.5789524402983283
semiconductor,CRDO,4.905514437600683,0.1357874044987839,0.6529825809945697,0.7887699854933536,2.9212139257944303,-2828.4764339863723,5666.952867972745,0.672812945055635,0.9999925937446392
semiconductor,CRUS,1.1303020625422031,0.180512137788233,0.6404776721232713,0.8209898099115043,3.5141506834483645,-3350.9799158705264,6711.959831741053,0.3948149301109041,0.9298566430469777
semiconductor,DIOD,0.37362680094301765,0.07497912676744001,0.8793348471123505,0.9543139738797906,14.82269896186801,-3625.1217459152504,7260.243491830501,0.49364187475678034,0.2516355420561455
semiconductor,ENTG,0.3671638182271521,0.06848255018295205,0.8939292690748645,0.9624118192578165,18.091775510734923,-3727.210352912005,7464.42070582401,0.009441423224488307,0.8537301004570842
semiconductor,FORM,1.1590119194362671,0.05562184735423736,0.8450542297897947,0.9006760771440321,6.626037906709634,-3836.0302983091765,7682.060596618353,0.004049793146138115,0.9724249124335109
semiconductor,GFS,0.3731597612303038,0.07289251005299249,0.8870623957722877,0.9599549058252802,16.960231741388707,-2580.940774143827,5171.881548287654,0.5044071515118781,0.050619414769106766
semiconductor,GSIT,1.2393226790218523,0.1319460887914971,0.8506332577703787,0.9825793465618757,39.441227652831905,-4396.822833314202,8803.645666628405,0.9709630774680449,0.9999998458335938
semiconductor,ICHR,0.5239570886908478,0.0434726850847324,0.9254639178215841,0.9689366029063164,21.96555661736797,-4104.270866873845,8218.54173374769,0.00904509791704635,0.9884108912383358
semiconductor,INTC,0.28179507272467663,0.06998084384252708,0.9052347560030245,0.9752155998455516,27.619051887774308,-3517.3826526319035,7044.765305263807,0.2563363150934618,0.9950415079844094
semiconductor,INTT,2.6315507234785604,0.09916819074331468,0.7150747139974353,0.81424290474075,3.3730356294056856,-4039.590157910978,8089.180315821956,0.6465668611248607,0.5472269089584741
